,가맹점명,주소,전화번호,영업시간,매장상태
0,부산온천점,"부산광역시 동래구 온천장로65번길 9, 145호(온천동,동래3차 SK VIEW) 온천장로65번길 9, 145호(온천동,동래3차 SK VIEW)",051-558-5243~44,"

11:00~23:00

",영업중
